[7/12/20 01:16AM]	[CLANCHAT]: Nom: dang we went down 1 rank in runelocus	
[8/2/20 02:54AM]	[CLANCHAT]: Reay: different scrolls?	
[8/2/20 02:54AM]	[CLANCHAT]: Jrod3439: means there located in same spt	
[8/2/20 02:54AM]	[CLANCHAT]: Jrod3439: spot	
[8/2/20 02:54AM]	[CLANCHAT]: Reay: ahhhh	
[8/2/20 02:54AM]	[CLANCHAT]: Reay: doubles	
[8/2/20 02:55AM]	[CLANCHAT]: Jrod3439: so u can have them all in ur inv and can dig mult times	
[8/2/20 02:56AM]	[CLANCHAT]: Cashflow: anyone else coming pc? we have 2 need 3 to start	
[8/2/20 02:57AM]	[CLANCHAT]: Reay:  otw 	
[8/2/20 02:57AM]	[CLANCHAT]: Jrod3439: buying all phat	
[8/2/20 02:57AM]	[CLANCHAT]: Reay:  what do i even bring to PC	
[8/2/20 02:57AM]	[CLANCHAT]: Jrod3439: best gear	
[8/2/20 02:57AM]	[CLANCHAT]: Reay:  never played it, nor RS in like 6 years	
[8/2/20 02:57AM]	[CLANCHAT]: Reay:  ok ty	
[8/2/20 02:57AM]	[CLANCHAT]: Reay:  food , pots?	
[8/2/20 02:57AM]	[CLANCHAT]: Cashflow: really no need for food, pots optional	
[8/2/20 02:57AM]	[CLANCHAT]: Jrod3439: just overload	
[8/2/20 02:58AM]	[CLANCHAT]: Reay:  dont got any	
[8/2/20 02:58AM]	[CLANCHAT]: Reay:  ill live	
[8/2/20 02:58AM]	[CLANCHAT]: Cashflow: game is safe, really just need dps on portals	
[8/2/20 02:58AM]	[CLANCHAT]: Uzi: hows it going everyone	
[8/2/20 02:59AM]	[CLANCHAT]: Jrod3439: great just trying to buy some phats	
[8/2/20 03:00AM]	[CLANCHAT]: Uzi: oof i might have a yellow one for you	
[8/2/20 03:00AM]	[CLANCHAT]: Reay:  ahh i see	
[8/2/20 03:00AM]	[CLANCHAT]: Jrod3439: hmu want for it	
[8/2/20 03:00AM]	[CLANCHAT]: Uzi: open to offers	
[8/2/20 03:00AM]	[CLANCHAT]: Jrod3439: i mean its 30 dono points	
[8/2/20 03:01AM]	[CLANCHAT]: Jrod3439: and the 15 points are only 2b 	
[8/2/20 03:01AM]	[CLANCHAT]: Jrod3439: so what would u think	
[8/2/20 03:02AM]	[CLANCHAT]: Jrod3439: cuz i really do not no man	
[8/2/20 03:02AM]	[CLANCHAT]: Jrod3439: give me an offer brother	
[8/2/20 03:11AM]	[CLANCHAT]: Alude: finally 100 prestige points	
[8/2/20 03:11AM]	[CLANCHAT]: Deasuze: gz	
[8/2/20 03:13AM]	[CLANCHAT]: Alude: someone selling primordials?	
[8/2/20 03:16AM]	[CLANCHAT]: Atmaisfear: Hello	
[8/2/20 03:16AM]	[CLANCHAT]: Atmaisfear: Haven't talked much but enjoying my time here so far.	
[8/2/20 03:16AM]	[CLANCHAT]: Jrod3439: hello	
[8/2/20 03:16AM]	[CLANCHAT]: Reay:  Hello 	
[8/2/20 03:16AM]	[CLANCHAT]: Atmaisfear: How much does a blowpipe go for?	
[8/2/20 03:17AM]	[CLANCHAT]: Kisstehflo: hello uhh like 2b?	
[8/2/20 03:17AM]	[CLANCHAT]: Alude: about 3b	
[8/2/20 03:17AM]	[CLANCHAT]: Atmaisfear: Oh jeez	
[8/2/20 03:17AM]	[CLANCHAT]: Atmaisfear: What should I use for pvm range until I can afford something like that	
[8/2/20 03:17AM]	[CLANCHAT]: Kisstehflo: uhh ccb or arma is good	
[8/2/20 03:17AM]	[CLANCHAT]: Kisstehflo: dragon hunter is solid also	
[8/2/20 03:17AM]	[CLANCHAT]: Atmaisfear: I see a lot of people in void.	
[8/2/20 03:17AM]	[CLANCHAT]: Reay:  i love dragon hunter	
[8/2/20 03:18AM]	[CLANCHAT]: Jrod3439: gzz	
[8/2/20 03:18AM]	[CLANCHAT]: Reay:  gz	
[8/2/20 03:22AM]	[CLANCHAT]: 0 Luck: whats in the prestige store worth prestiging for?	
[8/2/20 03:22AM]	[CLANCHAT]: Atmaisfear: where should I go to sell 52 runite ore	
[8/2/20 03:26AM]	[CLANCHAT]: Appa: luck veterans cape is good	
[8/2/20 03:27AM]	[CLANCHAT]: 0 Luck: ah ok	
[8/2/20 03:35AM]	[CLANCHAT]: Reay:  Welcome!	
[8/2/20 03:48AM]	[CLANCHAT]: Obitominerin: i miss yall lol	
[8/2/20 03:51AM]	[CLANCHAT]: Atmaisfear: gz	
[8/2/20 03:56AM]	[CLANCHAT]: Colonel: ty to however bought my clues lol	
[8/2/20 03:56AM]	[CLANCHAT]: Nub: ty also	
[8/2/20 03:56AM]	[CLANCHAT]: 0 Luck: np :P	
[8/2/20 03:57AM]	[CLANCHAT]: Nub: another clue in my pos	
[8/2/20 03:57AM]	[CLANCHAT]: Colonel: likewise lol	
[8/2/20 03:57AM]	[CLANCHAT]: Nub: but why do people buy clues for 100m whats special about them	
[8/2/20 03:57AM]	[CLANCHAT]: 0 Luck: possibly get rares	
[8/2/20 03:57AM]	[CLANCHAT]: Nub: can someone buy my last clue please	
[8/2/20 03:57AM]	[CLANCHAT]: 0 Luck: ye	
[8/2/20 03:58AM]	[CLANCHAT]: Nub: ty	
[8/2/20 03:58AM]	[CLANCHAT]: 0 Luck: :D	
[8/2/20 03:59AM]	[CLANCHAT]: 0 Luck: pc on dragon platebody orn	
[8/2/20 04:03AM]	[CLANCHAT]: Ironcriminal: can you get skill pets?	
[8/2/20 04:03AM]	[CLANCHAT]: Obitominerin: n, they will working on :D	
[8/2/20 04:04AM]	[CLANCHAT]: Nub: pc dfs ?	
[8/2/20 04:04AM]	[CLANCHAT]: Obitominerin: maybe	
[8/2/20 04:05AM]	[CLANCHAT]: Therscaper: maybe 100m? or 1b?	
[8/2/20 04:05AM]	[CLANCHAT]: Therscaper: theyre common	
[8/2/20 04:05AM]	[CLANCHAT]: Nub: what dfs ?	
[8/2/20 04:11AM]	[CLANCHAT]: Nub: clue scrolls in my pos	
[8/2/20 04:11AM]	[CLANCHAT]: 0 Luck: alright, im workin on cash atm	
[8/2/20 04:12AM]	[CLANCHAT]: Whatthefrost: bought them nub :)	
[8/2/20 04:12AM]	[CLANCHAT]: Nub: buying a dragon fire shield /thank you :P	
[8/2/20 04:13AM]	[CLANCHAT]: Whatthefrost: there is a dfs in m o v i e s's shop	
[8/2/20 04:23AM]	[CLANCHAT]: Reay: gz gz	
[8/2/20 04:23AM]	[CLANCHAT]: Nub: tyty :P	
[8/2/20 04:28AM]	[CLANCHAT]: Nub: 3 clues in my pos	
[8/2/20 04:31AM]	[CLANCHAT]: Nub: how much are pegs ?	
[8/2/20 04:34AM]	[CLANCHAT]: Reay:  gz	
[8/2/20 04:37AM]	[CLANCHAT]: Nub: how much are pegasians	
[8/2/20 04:42AM]	[CLANCHAT]: Nub: investigate it	
[8/2/20 04:46AM]	[CLANCHAT]: Whatthefrost: oooh	
[8/2/20 04:46AM]	[CLANCHAT]: Uzi: nice	
[8/2/20 04:47AM]	[CLANCHAT]: Reay:  gz gz 	
[8/2/20 04:47AM]	[CLANCHAT]: Alude: ty	
[8/2/20 04:47AM]	[CLANCHAT]: Reay:  still waiting on one :'(	
[8/2/20 04:47AM]	[CLANCHAT]: Reay:  what came from it if you dont mind me asking?	
[8/2/20 04:58AM]	[CLANCHAT]: Whatthefrost: can we buy bars for summ? steel etc?	
[8/2/20 04:58AM]	[CLANCHAT]: Nub: anyone buying clue scrolls	
[8/2/20 04:58AM]	[CLANCHAT]: Nub: uzi's pos	
[8/2/20 04:58AM]	[CLANCHAT]: Whatthefrost: he has addy and rune last i seen?	
[8/2/20 04:58AM]	[CLANCHAT]: Nub: i thought i saw steel but might be wrong	
[8/2/20 04:58AM]	[CLANCHAT]: Uzi: i got steel bars come home	
[8/2/20 04:59AM]	[CLANCHAT]: Uzi: there in bank	
[8/2/20 04:59AM]	[CLANCHAT]: Whatthefrost: you may have and i bought them haha idk	
[8/2/20 05:00AM]	[CLANCHAT]: Reay:  anyone buying scrolls rn? :))	
[8/2/20 05:01AM]	[CLANCHAT]: Nub: anyone buying clue scrolls ?	
[8/2/20 05:32AM]	[CLANCHAT]: Reay:  anyone buying scrolls?	
[8/2/20 05:50AM]	[CLANCHAT]: Reay: gz Reay	
[8/2/20 05:50AM]	[CLANCHAT]: Reay:  Thx Reay	
[8/2/20 05:50AM]	[CLANCHAT]: Reay:  Oh no you're too kind Reay	
[8/2/20 05:50AM]	[CLANCHAT]: Reay:  oh no you Reay	
[8/2/20 06:03AM]	[CLANCHAT]: Reay:  Welcome!	
[8/2/20 06:31AM]	[CLANCHAT]: Nub: anyone buying cluescrolls	
[8/2/20 06:42AM]	[CLANCHAT]: Nub: ty who ever that was	
[8/2/20 06:43AM]	[CLANCHAT]: M O V I E S: np bro	
[8/2/20 06:44AM]	[CLANCHAT]: Nub: you got peg	
[8/2/20 06:44AM]	[CLANCHAT]: Nub: pegs	
[8/2/20 08:07AM]	[CLANCHAT]: Martijn: ok when u download the client and it wont open at all	
[8/2/20 08:07AM]	[CLANCHAT]: Martijn: can i get a ffs	
[8/2/20 08:40AM]	[CLANCHAT]: Martijn: everyone afk or wut	
[8/2/20 08:40AM]	[CLANCHAT]: Martijn: ahaha	
[8/2/20 08:41AM]	[CLANCHAT]: Obitominerin: yo yall	
[8/2/20 08:41AM]	[CLANCHAT]: Jackp: regretting putting myself to zez	
[8/2/20 08:41AM]	[CLANCHAT]: Martijn: why?:p	
[8/2/20 08:41AM]	[CLANCHAT]: Jackp: effort	
[8/2/20 08:41AM]	[CLANCHAT]: Obitominerin: can i ask yall?	
[8/2/20 08:41AM]	[CLANCHAT]: Martijn: ahhahaaha the grind is real bro on zezima	
[8/2/20 08:42AM]	[CLANCHAT]: Obitominerin: charms tradeable?	
[8/2/20 08:44AM]	[CLANCHAT]: Obitominerin: hmm?	
[8/2/20 08:46AM]	[CLANCHAT]: Obitominerin: ignore my question	
[8/2/20 08:46AM]	[CLANCHAT]: Jackp: yeas	
[8/2/20 08:46AM]	[CLANCHAT]: Jackp: they are	
[8/2/20 08:46AM]	[CLANCHAT]: Obitominerin: alright i need to some charms	
[8/2/20 08:47AM]	[CLANCHAT]: Obitominerin: if you don't want to. its okay	
[8/2/20 08:48AM]	[CLANCHAT]: Jackp: cant need mine =)	
[8/2/20 08:48AM]	[CLANCHAT]: Obitominerin: sure	
[8/2/20 08:48AM]	[CLANCHAT]: Obitominerin: no worry	
[8/2/20 08:48AM]	[CLANCHAT]: Obitominerin: i gonna 99 summ then no more :p	
[8/2/20 08:48AM]	[CLANCHAT]: Jackp: afk and get charming imp	
[8/2/20 08:50AM]	[CLANCHAT]: Obitominerin: alright 	
[8/2/20 08:50AM]	[CLANCHAT]: Obitominerin: which charm box or charming imp	
[8/2/20 08:50AM]	[CLANCHAT]: Jackp: imp	
[8/2/20 08:51AM]	[CLANCHAT]: Obitominerin: when i get to 99 summ and  i can sell imp?	
[8/2/20 08:53AM]	[CLANCHAT]: Obitominerin: ooh damn i have 123k	
[8/2/20 09:04AM]	[CLANCHAT]: Obitominerin: farm charms for imp?	
[8/2/20 09:04AM]	[CLANCHAT]: Obitominerin: should i buy charm box?	
[8/2/20 09:05AM]	[CLANCHAT]: Martijn: charm box is good if u want to train summoning	
[8/2/20 09:05AM]	[CLANCHAT]: Obitominerin: when i take a charm box then open on charms?	
[8/2/20 09:05AM]	[CLANCHAT]: Martijn: no u click on charm box to get charms 	
[8/2/20 09:06AM]	[CLANCHAT]: Obitominerin: ohh i see	
[8/2/20 09:07AM]	[CLANCHAT]: Obitominerin: which best charms for monsters or bosses?	
[8/2/20 09:08AM]	[CLANCHAT]: Jackal Max: blue and crimson, i think?	
[8/2/20 09:08AM]	[CLANCHAT]: Jackal Max: blue for steel titan and crimson for yak	
[8/2/20 09:08AM]	[CLANCHAT]: Obitominerin: oh alright i will try 	
[8/2/20 09:08AM]	[CLANCHAT]: Jackal Max: you need 99 summoning for titan and 96 for yak though	
[8/2/20 09:09AM]	[CLANCHAT]: Obitominerin: oh alright blue charms in easy drop for bosses kind or trainig mon?	
[8/2/20 09:09AM]	[CLANCHAT]: Obitominerin: or monsters drop?	
[8/2/20 09:09AM]	[CLANCHAT]: Obitominerin: what kind?	
[8/2/20 09:10AM]	[CLANCHAT]: Jackal Max: oohhh you mean best monsters for charms?	
[8/2/20 09:10AM]	[CLANCHAT]: Jackal Max: id say waterfiends for crimson	
[8/2/20 09:10AM]	[CLANCHAT]: Obitominerin: alright i will. im not fan summ skill	
[8/2/20 09:11AM]	[CLANCHAT]: Blue: does any1 sell a charming imp?	
[8/2/20 09:11AM]	[CLANCHAT]: Obitominerin: i just brought it today. oh god lmao	
[8/2/20 09:12AM]	[CLANCHAT]: Jackal Max: how much for it blue	
[8/2/20 09:12AM]	[CLANCHAT]: Blessing: ihave no clue lmao whatya want for it	
[8/2/20 09:12AM]	[CLANCHAT]: Blessing: does 500m seem reasonable?	
[8/2/20 09:13AM]	[CLANCHAT]: Jackal Max: well, im gonna get it with afk tokens	
[8/2/20 09:13AM]	[CLANCHAT]: Obitominerin: where is waterfiends?	
[8/2/20 09:13AM]	[CLANCHAT]: Jackal Max: and i can get 5 wildy keys from the same amount of tokens	
[8/2/20 09:13AM]	[CLANCHAT]: Jackal Max: which would be 1b	
[8/2/20 09:13AM]	[CLANCHAT]: Jackal Max: waterfiends is at kuradal slayer master obito	
[8/2/20 09:13AM]	[CLANCHAT]: Blessing: ahh yea ill do 1b	
[8/2/20 09:14AM]	[CLANCHAT]: Jackal Max: or, dungeons - ancient cavern	
[8/2/20 09:14AM]	[CLANCHAT]: Obitominerin: alright	
[8/2/20 09:14AM]	[CLANCHAT]: Jackal Max: blue	
[8/2/20 09:14AM]	[CLANCHAT]: Blue: yessir	
[8/2/20 09:14AM]	[CLANCHAT]: Jackal Max: something came up, really got 2 go	
[8/2/20 09:14AM]	[CLANCHAT]: Jackal Max: sorry bud, will help you out later	
[8/2/20 09:14AM]	[CLANCHAT]: Blue: np man cya later	
[8/2/20 09:14AM]	[CLANCHAT]: Jackal Max: ty	
[8/2/20 09:20AM]	[CLANCHAT]: Obitominerin: waterfied nothing hit me 	
[8/2/20 09:21AM]	[CLANCHAT]: Obitominerin: i kill them waterfield but they are not hit me 	
[8/2/20 09:21AM]	[CLANCHAT]: Obitominerin: its weird lol	
[8/2/20 09:35AM]	[CLANCHAT]: Blue: gzgz	
[8/2/20 09:35AM]	[CLANCHAT]: Hairloss: cheers	
[8/2/20 09:35AM]	[CLANCHAT]: Martijn: ayy noob	
[8/2/20 09:35AM]	[CLANCHAT]: Hairloss: morning mart	
[8/2/20 09:36AM]	[CLANCHAT]: Obitominerin: waterfiend nothing to hit me. wtf. ive watching on dragon ball gt	
[8/2/20 09:36AM]	[CLANCHAT]: Obitominerin: dragon ball gt	
[8/2/20 09:36AM]	[CLANCHAT]: Alude: hello ever1.	
[8/2/20 09:36AM]	[CLANCHAT]: Martijn: obi	
[8/2/20 09:36AM]	[CLANCHAT]: Obitominerin: make them wake up -_-	
[8/2/20 09:36AM]	[CLANCHAT]: Martijn: what is the problem	
[8/2/20 09:37AM]	[CLANCHAT]: Obitominerin: monsters some not hit me	
[8/2/20 09:38AM]	[CLANCHAT]: Martijn: ahh 	
[8/2/20 09:38AM]	[CLANCHAT]: Martijn: right bro 	
[8/2/20 09:38AM]	[CLANCHAT]: Martijn: np	
[8/2/20 09:39AM]	[CLANCHAT]: Obitominerin: that. sorry i have tell you just all. sometimes work or not on mons	
[8/2/20 09:39AM]	[CLANCHAT]: Obitominerin: not work on monsters start	
[8/2/20 09:40AM]	[CLANCHAT]: Obitominerin: that why i want to more charms on farm in monsters.	
[8/2/20 09:41AM]	[CLANCHAT]: Alude: when this awesome update?	
[8/2/20 09:41AM]	[CLANCHAT]: Blue: tonight	
[8/2/20 09:41AM]	[CLANCHAT]: Martijn: tonight i hope	
[8/2/20 09:41AM]	[CLANCHAT]: Alude: :O	
[8/2/20 09:41AM]	[CLANCHAT]: Blue: shook	
[8/2/20 09:41AM]	[CLANCHAT]: Martijn: finishing up a few things	
[8/2/20 09:41AM]	[CLANCHAT]: Alude: need farm more bodd points for nex items lol	
[8/2/20 09:41AM]	[CLANCHAT]: Obitominerin: maybe they will be some fix but later to add skills pet <3	
[8/2/20 09:41AM]	[CLANCHAT]: Alude: boss*	
[8/2/20 09:42AM]	[CLANCHAT]: Martijn: thats on the to do list	
[8/2/20 09:44AM]	[CLANCHAT]: Obitominerin: when i teleport to training and nothing hit me. it's sad	
[8/2/20 09:44AM]	[CLANCHAT]: Obitominerin: smfh	
[8/2/20 09:44AM]	[CLANCHAT]: Martijn: lol bro what is the problem	
[8/2/20 09:44AM]	[CLANCHAT]: Martijn: the monsters dont attack u?	
[8/2/20 09:45AM]	[CLANCHAT]: Martijn: u wanna know why	
[8/2/20 09:45AM]	[CLANCHAT]: Obitominerin: lol and yeah	
[8/2/20 09:45AM]	[CLANCHAT]: Blue: isnt that kinda chill	
[8/2/20 09:45AM]	[CLANCHAT]: Obitominerin: sure	
[8/2/20 09:45AM]	[CLANCHAT]: Martijn: because the aggressive form is disabled	
[8/2/20 09:45AM]	[CLANCHAT]: Martijn: so if u dont att them 	
[8/2/20 09:45AM]	[CLANCHAT]: Martijn: they wont attack u	
[8/2/20 09:45AM]	[CLANCHAT]: Martijn: its handled with every npc anywhere	
[8/2/20 09:45AM]	[CLANCHAT]: Obitominerin: ohh	
[8/2/20 09:53AM]	[CLANCHAT]: Obitominerin:  i have charm in imp. i need to some blue charm just all	
[8/2/20 09:53AM]	[CLANCHAT]: Obitominerin: wrong person	
[8/2/20 09:54AM]	[CLANCHAT]: Hairloss: gz Blue	
[8/2/20 09:54AM]	[CLANCHAT]: Blue: thanks hair!	
[8/2/20 09:55AM]	[CLANCHAT]: Blue: white robin hood hat dang	
[8/2/20 09:55AM]	[CLANCHAT]: Obitominerin: awesome	
[8/2/20 10:00AM]	[CLANCHAT]: Blue: gz!	
[8/2/20 10:00AM]	[CLANCHAT]: Alude: tyy	
[8/2/20 10:00AM]	[CLANCHAT]: Obitominerin: slayer town don't have it beast 	
[8/2/20 10:00AM]	[CLANCHAT]: Obitominerin: o,0	
[8/2/20 10:00AM]	[CLANCHAT]: Alude: got zamorak halo :P	
[8/2/20 10:01AM]	[CLANCHAT]: Blessing: niceeee	
[8/2/20 10:03AM]	[CLANCHAT]: Obitominerin: its work black demon hit me. i figure out	
[8/2/20 10:10AM]	[CLANCHAT]: Laurys: gz	
[8/2/20 10:10AM]	[CLANCHAT]: Hairloss: gz lol	
[8/2/20 10:11AM]	[CLANCHAT]: Blue: thanks guyss	
[8/2/20 10:14AM]	[CLANCHAT]: Hairloss: gz	
[8/2/20 10:15AM]	[CLANCHAT]: Blue: tyy	
[8/2/20 10:15AM]	[CLANCHAT]: Blue: gzz	
[8/2/20 10:15AM]	[CLANCHAT]: Hairloss: gz	
[8/2/20 10:15AM]	[CLANCHAT]: Alude: tyt	
[8/2/20 10:20AM]	[CLANCHAT]: Alude: lol  logged into random server and i spam ill help chat join janus.rip	
[8/2/20 10:20AM]	[CLANCHAT]: Alude: :P	
[8/2/20 10:20AM]	[CLANCHAT]: Martijn: please dont	
[8/2/20 10:20AM]	[CLANCHAT]: Martijn: we dont need a ddoser or w.e to come	
[8/2/20 10:20AM]	[CLANCHAT]: Hairloss: fr will bring toxic players in here as well	
[8/2/20 10:21AM]	[CLANCHAT]: Martijn: like hairloss	
[8/2/20 10:21AM]	[CLANCHAT]: Martijn: toxic asf	
[8/2/20 10:21AM]	[CLANCHAT]: Alude: oh sorry	
[8/2/20 10:21AM]	[CLANCHAT]: Martijn: np bro	
[8/2/20 10:22AM]	[CLANCHAT]: Hairloss: lol yeah it's a double edged sword mostly bad tho	
[8/2/20 10:22AM]	[CLANCHAT]: Laurys: whutsup guys? :D	
[8/2/20 10:22AM]	[CLANCHAT]: Hairloss: nothing much bro hbu?	
[8/2/20 10:22AM]	[CLANCHAT]: Obitominerin: doing a some farm summ then kill more zombiefragment	
[8/2/20 10:22AM]	[CLANCHAT]: Laurys: Training Status :D	
[8/2/20 10:22AM]	[CLANCHAT]: Alude: LAURYS where you from?	
[8/2/20 10:23AM]	[CLANCHAT]: Laurys: Lithuania	
[8/2/20 10:23AM]	[CLANCHAT]: Martijn: im  coding atm	
[8/2/20 10:23AM]	[CLANCHAT]: Alude: ooo	
[8/2/20 10:23AM]	[CLANCHAT]: Laurys: but now live in Netherlands :D	
[8/2/20 10:23AM]	[CLANCHAT]: Martijn: ooo me to bro	
[8/2/20 10:23AM]	[CLANCHAT]: Alude: vienas lt bent :D	
[8/2/20 10:23AM]	[CLANCHAT]: Martijn: hahaha	
[8/2/20 10:23AM]	[CLANCHAT]: Laurys: Zdrf zdrf	
[8/2/20 10:23AM]	[CLANCHAT]: Alude: sv	
[8/2/20 10:23AM]	[CLANCHAT]: Martijn: english please	
[8/2/20 10:23AM]	[CLANCHAT]: Laurys: what City Martin?	
[8/2/20 10:23AM]	[CLANCHAT]: Obitominerin: lol	
[8/2/20 10:23AM]	[CLANCHAT]: Martijn: close to rotterdam	
[8/2/20 10:23AM]	[CLANCHAT]: Laurys: lol im from brunssum:D	
[8/2/20 10:24AM]	[CLANCHAT]: Laurys: working at action :DD	
[8/2/20 10:25AM]	[CLANCHAT]: Martijn: oh nice	
[8/2/20 10:27AM]	[CLANCHAT]: Hairloss: gz	
[8/2/20 10:27AM]	[CLANCHAT]: Alude: ty ty	
[8/2/20 10:27AM]	[CLANCHAT]: Blessing: gzz	
[8/2/20 10:30AM]	[CLANCHAT]: Hairloss: welcome Ghosted	
[8/2/20 10:31AM]	[CLANCHAT]: Ghosted: cheers	
[8/2/20 10:31AM]	[CLANCHAT]: Blue: gz 	
[8/2/20 10:31AM]	[CLANCHAT]: Msi: ty	
[8/2/20 10:31AM]	[CLANCHAT]: Blessing: Welcome!	
[8/2/20 10:31AM]	[CLANCHAT]: Ghosted: is it possible to change the player thing? 	
[8/2/20 10:32AM]	[CLANCHAT]: Ghosted: i didnt really wanna play on easy	
[8/2/20 10:32AM]	[CLANCHAT]: Blessing: yea come home	
[8/2/20 10:32AM]	[CLANCHAT]: Hairloss: yeah ghosted at home there's a diff selector orb	
[8/2/20 10:33AM]	[CLANCHAT]: Blessing: someone sells uncut dragonstones?	
[8/2/20 10:33AM]	[CLANCHAT]: Hairloss: crafting skill zone	
[8/2/20 10:33AM]	[CLANCHAT]: Hairloss: the NPC	
[8/2/20 10:33AM]	[CLANCHAT]: Obitominerin: lol it's easy 	
[8/2/20 10:33AM]	[CLANCHAT]: Alude: xD	
[8/2/20 10:33AM]	[CLANCHAT]: Obitominerin: or mine crashed too	
[8/2/20 10:34AM]	[CLANCHAT]: Blessing: yea iknow but me is a bit broke atm lmao	
[8/2/20 10:34AM]	[CLANCHAT]: Ghosted: this feels so much more natural, thanks btw	
[8/2/20 10:34AM]	[CLANCHAT]: Obitominerin: smh	
[8/2/20 10:34AM]	[CLANCHAT]: Blessing: npp	
[8/2/20 10:34AM]	[CLANCHAT]: Alude: 1,8k boss boints dam	
[8/2/20 10:34AM]	[CLANCHAT]: Blessing: are u saving up for anything?	
[8/2/20 10:35AM]	[CLANCHAT]: Martijn: I WOULD SAVE UP FOR SOMETHING	
[8/2/20 10:35AM]	[CLANCHAT]: Martijn: ohh my bad	
[8/2/20 10:35AM]	[CLANCHAT]: Alude: for next update lol	
[8/2/20 10:35AM]	[CLANCHAT]: Martijn: sorry stupid j son	
[8/2/20 10:35AM]	[CLANCHAT]: Obitominerin:  never know that new stuff in boss shop	
[8/2/20 10:35AM]	[CLANCHAT]: Hairloss: f	
[8/2/20 10:35AM]	[CLANCHAT]: Martijn: pssst i can tell u whats in new boss point shop	
[8/2/20 10:35AM]	[CLANCHAT]: Alude: cmon	
[8/2/20 10:35AM]	[CLANCHAT]: Ghosted: i'm gunna vote anyway, but is it pretty good to vote for noobs?	
[8/2/20 10:35AM]	[CLANCHAT]: Ghosted: noobs	
[8/2/20 10:36AM]	[CLANCHAT]: Obitominerin: not really noobs 	
[8/2/20 10:36AM]	[CLANCHAT]: Blue: t o r v aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	
[8/2/20 10:36AM]	[CLANCHAT]: Martijn: ^^	
[8/2/20 10:36AM]	[CLANCHAT]: Hairloss: lool	
[8/2/20 10:36AM]	[CLANCHAT]: Obitominerin: torvaIsTrash 	
[8/2/20 10:36AM]	[CLANCHAT]: Martijn: pernix virtus	
[8/2/20 10:36AM]	[CLANCHAT]: Blue: :(	
[8/2/20 10:36AM]	[CLANCHAT]: Blue: butsexy	
[8/2/20 10:36AM]	[CLANCHAT]: Martijn: vesta statius	
[8/2/20 10:36AM]	[CLANCHAT]: Obitominerin: not for me lol	
[8/2/20 10:36AM]	[CLANCHAT]: Martijn: ive made the shop actually worth something	
[8/2/20 10:37AM]	[CLANCHAT]: Blue: nice	
[8/2/20 10:37AM]	[CLANCHAT]: Martijn: also dung shop is reworked	
[8/2/20 10:37AM]	[CLANCHAT]: Blue: aslo scythe and tbowowowowow right?	
[8/2/20 10:37AM]	[CLANCHAT]: Martijn: ypu	
[8/2/20 10:37AM]	[CLANCHAT]: Martijn: yup	
[8/2/20 10:37AM]	[CLANCHAT]: Ghosted: so should i sell the vote books or open them?	
[8/2/20 10:37AM]	[CLANCHAT]: Blue: is the t bow with the nerf still the best range weap?	
[8/2/20 10:37AM]	[CLANCHAT]: Laurys: where is earth warriors?	
[8/2/20 10:37AM]	[CLANCHAT]: Obitominerin: tbow not for me lmao	
[8/2/20 10:37AM]	[CLANCHAT]: Obitominerin: i love blowpipe	
[8/2/20 10:38AM]	[CLANCHAT]: Hairloss: gz blue	
[8/2/20 10:39AM]	[CLANCHAT]: Martijn: @ hairloss earth warriors?	
[8/2/20 10:39AM]	[CLANCHAT]: Hairloss: coming Mart	
[8/2/20 10:39AM]	[CLANCHAT]: Hairloss: who needs to know Mart?	
[8/2/20 10:39AM]	[CLANCHAT]: Hairloss: I'll tele to them	
[8/2/20 10:39AM]	[CLANCHAT]: Ghosted: idek what that is lol	
[8/2/20 10:40AM]	[CLANCHAT]: Blue: laurys wants to know	
[8/2/20 10:40AM]	[CLANCHAT]: Hairloss: cheers blue	
[8/2/20 10:40AM]	[CLANCHAT]: Obitominerin: check your slayer information	
[8/2/20 10:40AM]	[CLANCHAT]: Laurys: yea i want to know	
[8/2/20 10:43AM]	[CLANCHAT]: Obitominerin: gta	
[8/2/20 10:43AM]	[CLANCHAT]: Obitominerin: gtz	
[8/2/20 10:43AM]	[CLANCHAT]: Blessing: Thanks Obit	
[8/2/20 10:43AM]	[CLANCHAT]: Obitominerin: welc	
[8/2/20 10:43AM]	[CLANCHAT]: Hairloss: cheers blessing	
[8/2/20 10:44AM]	[CLANCHAT]: Blessing: :D	
[8/2/20 10:44AM]	[CLANCHAT]: Martijn: okk i pretty much added all npcs to slayer tasks	
[8/2/20 10:44AM]	[CLANCHAT]: Hairloss: ooo sick	
[8/2/20 10:44AM]	[CLANCHAT]: Obitominerin: really?	
[8/2/20 10:44AM]	[CLANCHAT]: Obitominerin: chaos task delete plz lmao	
[8/2/20 10:44AM]	[CLANCHAT]: Martijn: /why?\	
[8/2/20 10:44AM]	[CLANCHAT]: Obitominerin:  i don't like chaos elements	
[8/2/20 10:45AM]	[CLANCHAT]: Martijn: so because u dont like them i have to delete them	
[8/2/20 10:45AM]	[CLANCHAT]: Martijn: ?.?	
[8/2/20 10:45AM]	[CLANCHAT]: Hairloss: lol	
[8/2/20 10:45AM]	[CLANCHAT]: Obitominerin: lol i love bosses hard in any but one thing: i don't like chaos	
